Details,Posting Date,Description,Amount,Type,Account Head,Statement
CREDIT,15/11/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011119379 EED:231121   IND ID:ST-G9I0D8T8C3Q4              IND NAME:ECOM CONSULTING TRN: 3251119379TC,48.07,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012497672 EED:231025   IND ID:ST-O8H2D1U0A5O0              IND NAME:VIJAY SIVARAJU TRN: 2982497672TC,48.25,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/8/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014172150 EED:231108   IND ID:ST-F9G2T2J3Z8Z7              IND NAME:VIJAY SIVARAJU TRN: 3124172150TC,48.39,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/6/2023,ORIG CO NAME:Shopify Sopanova       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016785219 EED:230613   IND ID:ST-B4I4S6U0T5M7              IND NAME:ECOM CONSULTING TRN: 1646785219TC,48.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/6/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019213139 EED:230406   IND ID:ST-C6C6Z1N9G8N4              IND NAME:ECOMCONSULTING LLC TRN: 0969213139TC,49.99,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230327 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028431038 EED:230327   IND ID:OF6AEZSM8COA2HU              IND NAME:Sleepagram TRN: 0868431038TC,50.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230914 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024808826 EED:230914   IND ID:J49TBGGTILWL5ID              IND NAME:Snovoo TRN: 2574808826TC,50.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230327 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028431047 EED:230327   IND ID:62JKFCXYZJSDCGR              IND NAME:Summer Pawz TRN: 0868431047TC,51.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230428 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029967147 EED:230428   IND ID:PK7HCT4GS1KIE14              IND NAME:Summer Pawz TRN: 1189967147TC,51.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230516 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022653388 EED:230516   IND ID:3V8ANEA8XO7RX9P              IND NAME:The Motorheadz TRN: 1362653388TC,51.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230531 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020003191 EED:230531   IND ID:4SNEWKYUIRW0SQ6              IND NAME:Summer Pawz TRN: 1510003191TC,51.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/6/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230626 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023404059 EED:230626   IND ID:3SX9IX169V9FN3F              IND NAME:Summer Pawz TRN: 1773404059TC,51.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230104 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026582765 EED:230104   IND ID:8OSVAYCV5CZPW49              IND NAME:Absolut Pet TRN: 0046582765TC,51.68,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/7/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019349636 EED:230713   IND ID:ST-I4Q3H0N2P8D8              IND NAME:ECOM CONSULTING TRN: 1949349636TC,51.72,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011438546 EED:230329   IND ID:ST-S0F7P7Y3K5G0              IND NAME:VIJAY SIVARAJU TRN: 0881438546TC,53.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/1/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012646665 EED:230120   IND ID:ST-E8R4I5J5H7K8              IND NAME:VIJAY SIVARAJU TRN: 0202646665TC,53.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013526662 EED:230330   IND ID:ST-E4K1R6W4E2O5              IND NAME:VIJAY SIVARAJU TRN: 0893526662TC,53.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/5/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014136428 EED:230518   IND ID:ST-K4W2P3J3W6Q6              IND NAME:ECOM CONSULTING TRN: 1384136428TC,53.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/11/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017869999 EED:230511   IND ID:ST-D9A4K2X3Q4Q6              IND NAME:ECOM CONSULTING TRN: 1317869999TC,53.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/7/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014844951 EED:230607   IND ID:ST-U3Q9F4N0Y8E7              IND NAME:VIJAY SIVARAJU TRN: 1584844951TC,53.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019866812 EED:231116   IND ID:ST-C3F9J3Y4A4R9              IND NAME:VIJAY SIVARAJU TRN: 3209866812TC,54.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231220 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029459224 EED:231220   IND ID:39Z066GCJOIQW6O              IND NAME:Absolut Pet TRN: 3549459224TC,55.2,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231114 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029855833 EED:231114   IND ID:RRXSIH4EXJF1YF5              IND NAME:Absolut Pet TRN: 3189855833TC,56.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/11/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231120 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028111498 EED:231120   IND ID:DFOMM1C5TITD3LT              IND NAME:Absolut Pet TRN: 3248111498TC,56.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/11/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231127 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023780745 EED:231127   IND ID:AR1SXS32S8F11KZ              IND NAME:Absolut Pet TRN: 3313780745TC,56.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231204 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020385240 EED:231204   IND ID:WFIAKGQ0CLXJSW9              IND NAME:Absolut Pet TRN: 3380385240TC,56.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231208 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027528973 EED:231208   IND ID:RS12GFXA6UM8A7K              IND NAME:Absolut Pet TRN: 3427528973TC,56.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231212 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021950572 EED:231212   IND ID:2BUQ9NUV8YEJAI7              IND NAME:Absolut Pet TRN: 3461950572TC,56.14,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230818 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024567688 EED:230818   IND ID:V9GCG2XT16EYRC7              IND NAME:Snovoo TRN: 2304567688TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230829 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022657339 EED:230829   IND ID:UH4D6N66VX7YND9              IND NAME:Snovoo TRN: 2412657339TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230829 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022657382 EED:230829   IND ID:GDIDE95JDFOUO2E              IND NAME:Snovoo TRN: 2412657382TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230830 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028037842 EED:230830   IND ID:5USFBYXZSJO3XNF              IND NAME:Snovoo TRN: 2428037842TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,9/6/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230906 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000025323671 EED:230906   IND ID:37LUAP2RNWN03VU              IND NAME:Snovoo TRN: 2495323671TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,9/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230907 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029870640 EED:230907   IND ID:BATAJY0D2YRWGSR              IND NAME:Snovoo TRN: 2509870640TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,9/11/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230911 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027503783 EED:230911   IND ID:G7FYOGJ9YAVOCYC              IND NAME:Snovoo TRN: 2547503783TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230919 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022047365 EED:230919   IND ID:P0GXAL3BZBOGPU3              IND NAME:Snovoo TRN: 2622047365TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230919 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022047398 EED:230919   IND ID:12R17PEYCHUTYZF              IND NAME:Snovoo TRN: 2622047398TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230922 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027250174 EED:230922   IND ID:7KLJSUPZMT8ODEC              IND NAME:Snovoo TRN: 2657250174TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230925 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023354894 EED:230925   IND ID:UOFZ82YR0DNV52R              IND NAME:Snovoo TRN: 2683354894TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230928 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029339428 EED:230928   IND ID:CIIT9TOVGRHXCG4              IND NAME:Snovoo TRN: 2719339428TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,10/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231003 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020035801 EED:231003   IND ID:KU4T0Q8XZUM09LL              IND NAME:Snovoo TRN: 2760035801TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,10/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231005 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020507055 EED:231005   IND ID:GU6KVT71EV3TUXD              IND NAME:Snovoo TRN: 2780507055TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231013 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021528189 EED:231013   IND ID:KKF8H998L7CJUUB              IND NAME:Snovoo TRN: 2861528189TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231017 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024946917 EED:231017   IND ID:IJ7JZIMBOC8TZA1              IND NAME:Snovoo TRN: 2904946917TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231023 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027289153 EED:231023   IND ID:X49PJP1DJ170XTU              IND NAME:Snovoo TRN: 2967289153TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231024 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020704454 EED:231024   IND ID:NOZ9QGNGRJPXIY1              IND NAME:Snovoo TRN: 2970704454TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231024 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028021779 EED:231024   IND ID:I8QO32ISN1WYTOJ              IND NAME:Snovoo TRN: 2978021779TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231030 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020696309 EED:231030   IND ID:J5EOQRK65UHNBXW              IND NAME:Snovoo TRN: 3030696309TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231103 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028886639 EED:231103   IND ID:9RKLXAHBLD5POBK              IND NAME:Snovoo TRN: 3078886639TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231107 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021268157 EED:231107   IND ID:BVC6DVDTM9DPHN3              IND NAME:Snovoo TRN: 3111268157TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231107 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023210248 EED:231107   IND ID:V5H26GJE32E4CZE              IND NAME:Snovoo TRN: 3113210248TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231107 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023210273 EED:231107   IND ID:1IXJ9H3BE6R3YTX              IND NAME:Snovoo TRN: 3113210273TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231109 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023057196 EED:231109   IND ID:DXEKSS0GMPPK5MR              IND NAME:Snovoo TRN: 3133057196TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/11/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231122 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026384320 EED:231122   IND ID:7MY35IIBCZP0BBJ              IND NAME:Snovoo TRN: 3266384320TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/11/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231128 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022065279 EED:231128   IND ID:BP07P2EPZP76T8W              IND NAME:Snovoo TRN: 3322065279TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231227 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020037543 EED:231227   IND ID:FFH9RX1JQSBI32H              IND NAME:Snovoo TRN: 3610037543TC,56.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/6/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017083466 EED:230614   IND ID:ST-M8K8S5F7G9R5              IND NAME:VIJAY SIVARAJU TRN: 1657083466TC,56.93,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/1/2023,ORIG CO NAME:Shopify Sopanova       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016492936 EED:231201   IND ID:ST-U4I9D0X2P3W5              IND NAME:ECOM CONSULTING TRN: 3356492936TC,57.34,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/8/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016675846 EED:230825   IND ID:ST-G1F6G8N3I8C4              IND NAME:ECOMCONSULTING LLC TRN: 2376675846TC,57.94,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/10/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019330972 EED:230810   IND ID:ST-G9X1D2U4K3B7              IND NAME:ECOMCONSULTING LLC TRN: 2229330972TC,57.94,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/1/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231201 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022617190 EED:231201   IND ID:BGSJENRYXWJAVWB              IND NAME:Snovoo TRN: 3352617190TC,60.48,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/1/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230124 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021177463 EED:230124   IND ID:5H6XOYXDFNBX3CW              IND NAME:Absolut Pet TRN: 0241177463TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,2/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230203 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027568863 EED:230203   IND ID:B59RGOK87CBWLOG              IND NAME:Absolut Pet TRN: 0347568863TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,2/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230207 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024915508 EED:230207   IND ID:Y8P9J3Y2OI3APH9              IND NAME:Absolut Pet TRN: 0384915508TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230222 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024434071 EED:230222   IND ID:JYUXNCFF35MXJVA              IND NAME:Absolut Pet TRN: 0534434071TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230222 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024434120 EED:230222   IND ID:3MTWAQSX0XPOLF9              IND NAME:Absolut Pet TRN: 0534434120TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230324 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026242906 EED:230324   IND ID:QY5GGS7X7NRV9GB              IND NAME:Absolut Pet TRN: 0836242906TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230405 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027261914 EED:230405   IND ID:9QLLXIY3P1O6WNA              IND NAME:Absolut Pet TRN: 0957261914TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230424 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026043745 EED:230424   IND ID:AZ18P6WF36NPZ9G              IND NAME:Absolut Pet TRN: 1146043745TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231227 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020037538 EED:231227   IND ID:DQMKI8NBZV8C47E              IND NAME:The Soul Hugs TRN: 3610037538TC,60.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/12/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015735393 EED:230412   IND ID:ST-O2H0I6Y5S8D4              IND NAME:VIJAY SIVARAJU TRN: 1025735393TC,62.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/11/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015397042 EED:231117   IND ID:ST-M1L2H4L6B6F1              IND NAME:ECOM CONSULTING TRN: 3215397042TC,62.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230531 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020003158 EED:230531   IND ID:GXMVGFUMCNWQD9S              IND NAME:Absolut Pet TRN: 1510003158TC,65.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/9/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230609 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021411047 EED:230609   IND ID:LJ7LFUQQK3RK66A              IND NAME:Absolut Pet TRN: 1601411047TC,65.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/6/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230621 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023312085 EED:230621   IND ID:4RANU5Y2S09VESL              IND NAME:Absolut Pet TRN: 1723312085TC,65.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230705 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022118787 EED:230705   IND ID:P0BCH5U3FOAZ0Y2              IND NAME:Snovoo TRN: 1862118787TC,65.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230707 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029897881 EED:230707   IND ID:VG3QCK2K8BYHTE0              IND NAME:Absolut Pet TRN: 1889897881TC,65.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230717 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020683382 EED:230717   IND ID:4P5UK9W0CQWPK9Y              IND NAME:Absolut Pet TRN: 1980683382TC,65.56,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230724 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026867291 EED:230724   IND ID:RH4NSEO58RCUAP3              IND NAME:Absolut Pet TRN: 2056867291TC,65.56,ACH_CREDIT,Sales,Profit and Loss
